iter	Logloss
931	0.2223684792
932	0.2223401868
933	0.2221687581
934	0.2220618049
935	0.2219018559
936	0.2218218968
937	0.2216424153
938	0.2215805494
939	0.2214446611
940	0.2213582011
941	0.2212037906
942	0.2211200365
943	0.2210676732
944	0.2210420208
945	0.221020672
946	0.2208562053
947	0.2208276302
948	0.2207042163
949	0.2206137131
950	0.2205046162
951	0.2204486178
952	0.2203180307
953	0.2202934788
954	0.22013273
955	0.2200419234
956	0.2199578104
957	0.2198583013
958	0.2196678591
959	0.2195723906
960	0.2195513855
961	0.2195314462
962	0.2193741609
963	0.2192798668
964	0.2191882662
965	0.2190859789
966	0.2189910172
967	0.2188494242
968	0.2188253649
969	0.2186931344
970	0.2185279786
971	0.2183458444
972	0.2181682623
973	0.2180130715
974	0.2179932061
975	0.2178235495
976	0.2177254676
977	0.2175935109
978	0.2175047345
979	0.2173164831
980	0.2171500678
981	0.2170554366
982	0.2169732589
983	0.216887335
984	0.2167984377
985	0.2166900189
986	0.2165053347
987	0.2163827863
988	0.216290666
989	0.2161190303
990	0.2160966991
991	0.2159842372
992	0.2159650421
993	0.215793439
994	0.2157196977
995	0.2155878954
996	0.2155325766
997	0.2155136533
998	0.2152985245
999	0.2152258649
